OrderID,OrderDate,Channel,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue,COGS,ShippingCost,PlatformFee
13217,2024-12-31,Marketplace,689,1004,Home Item 1,Home,1,50.98,50.98,21.77,4.57,6.12
13218,2024-12-31,Website,1167,1001,Accessories Item 2,Accessories,1,28.47,28.47,10.48,4.25,1.0
13219,2024-12-31,Website,1056,1009,Electronics Item 2,Electronics,2,128.31,256.61,170.65,5.56,8.98
13220,2024-12-31,SocialAds,432,1000,Accessories Item 1,Accessories,1,24.53,24.53,7.95,4.21,1.23
13221,2024-12-31,Website,196,1016,Sports Item 1,Sports,2,53.93,107.86,51.45,6.23,3.78
13222,2024-12-31,Website,393,1003,Accessories Item 4,Accessories,1,21.08,21.08,7.06,5.26,0.74
13223,2024-12-31,Marketplace,1058,1008,Electronics Item 1,Electronics,3,111.99,335.98,217.72,8.1,40.32
13224,2024-12-31,Website,675,1015,Beauty Item 4,Beauty,1,37.39,37.39,17.13,4.74,1.31
13225,2024-12-31,Website,654,1013,Beauty Item 2,Beauty,2,32.33,64.67,27.03,6.32,2.26
13226,2024-12-31,Website,1196,1009,Electronics Item 2,Electronics,1,128.84,128.84,85.68,5.27,4.51
13227,2024-12-31,Website,509,1014,Beauty Item 3,Beauty,1,36.23,36.23,17.14,5.28,1.27
13228,2024-12-31,Marketplace,1026,1018,Sports Item 3,Sports,1,58.26,58.26,32.57,5.69,6.99
13229,2024-12-31,Website,68,1016,Sports Item 1,Sports,1,50.02,50.02,23.86,4.54,1.75
13230,2024-12-31,Website,1142,1003,Accessories Item 4,Accessories,1,20.89,20.89,7.0,4.74,0.73
13231,2024-12-31,Website,775,1010,Electronics Item 3,Electronics,2,136.95,273.91,184.89,5.87,9.59
13232,2024-12-31,SocialAds,1021,1005,Home Item 2,Home,1,38.96,38.96,15.51,5.24,1.95
13233,2024-12-31,Website,625,1013,Beauty Item 2,Beauty,4,34.06,136.25,56.95,8.19,4.77
13234,2024-12-31,Website,956,1010,Electronics Item 3,Electronics,2,128.37,256.75,173.3,6.29,8.99
13235,2024-12-31,Marketplace,76,1016,Sports Item 1,Sports,1,53.59,53.59,25.56,4.84,6.43
13236,2024-12-31,Marketplace,463,1006,Home Item 3,Home,1,54.26,54.26,26.15,4.39,6.51
13237,2024-12-31,Marketplace,718,1006,Home Item 3,Home,3,55.62,166.87,80.43,7.88,20.02
13238,2024-12-31,Marketplace,271,1001,Accessories Item 2,Accessories,1,29.06,29.06,10.69,5.18,3.49
13239,2024-12-31,Marketplace,678,1009,Electronics Item 2,Electronics,1,116.75,116.75,77.64,4.96,14.01
13240,2024-12-31,SocialAds,966,1004,Home Item 1,Home,3,48.08,144.24,61.59,7.67,7.21
13241,2024-12-31,Marketplace,686,1006,Home Item 3,Home,3,51.0,153.01,73.75,6.84,18.36
13242,2024-12-31,Website,509,1001,Accessories Item 2,Accessories,4,28.75,115.0,42.32,8.1,4.03
13243,2024-12-31,Marketplace,1050,1019,Sports Item 4,Sports,1,65.95,65.95,34.69,4.92,7.91
13244,2024-12-31,Marketplace,108,1019,Sports Item 4,Sports,1,69.09,69.09,36.34,5.14,8.29
13245,2024-12-31,SocialAds,836,1012,Beauty Item 1,Beauty,1,35.82,35.82,13.86,4.69,1.79
13246,2024-12-31,Marketplace,578,1013,Beauty Item 2,Beauty,1,32.32,32.32,13.51,4.94,3.88
13247,2024-12-31,Marketplace,396,1008,Electronics Item 1,Electronics,2,115.23,230.46,149.34,5.62,27.66
13248,2024-12-31,Website,642,1017,Sports Item 2,Sports,2,74.09,148.18,72.61,5.75,5.19
13249,2024-12-31,Website,487,1011,Electronics Item 4,Electronics,2,118.64,237.29,156.37,6.11,8.31
13250,2024-12-31,Website,369,1004,Home Item 1,Home,1,48.25,48.25,20.6,5.18,1.69
13251,2024-12-31,Website,722,1010,Electronics Item 3,Electronics,4,137.1,548.4,370.17,8.85,19.19
13252,2024-12-31,Marketplace,767,1005,Home Item 2,Home,1,37.22,37.22,14.81,5.53,4.47
13253,2024-12-31,Marketplace,36,1010,Electronics Item 3,Electronics,1,128.65,128.65,86.84,4.4,15.44
13254,2024-12-31,Website,559,1016,Sports Item 1,Sports,2,50.66,101.32,48.33,6.19,3.55
13255,2024-12-31,Marketplace,1024,1013,Beauty Item 2,Beauty,1,33.6,33.6,14.04,4.36,4.03
13256,2024-12-31,Website,1035,1001,Accessories Item 2,Accessories,3,28.4,85.21,31.36,7.33,2.98
13257,2024-12-31,Marketplace,1033,1015,Beauty Item 4,Beauty,1,38.86,38.86,17.8,5.47,4.66
13258,2024-12-31,Website,1136,1014,Beauty Item 3,Beauty,1,39.39,39.39,18.63,4.68,1.38
13259,2024-12-31,Website,152,1002,Accessories Item 3,Accessories,1,23.91,23.91,10.11,5.63,0.84
13260,2024-12-31,Website,1187,1009,Electronics Item 2,Electronics,3,125.24,375.72,249.85,7.17,13.15
13261,2024-12-31,Website,712,1002,Accessories Item 3,Accessories,1,23.48,23.48,9.93,4.79,0.82
13262,2024-12-31,Website,141,1014,Beauty Item 3,Beauty,1,37.73,37.73,17.85,5.7,1.32
13263,2024-12-31,Marketplace,529,1007,Home Item 4,Home,1,42.24,42.24,20.49,5.37,5.07
13264,2024-12-31,Website,1076,1013,Beauty Item 2,Beauty,1,31.5,31.5,13.17,4.89,1.1
13265,2024-12-31,Website,550,1019,Sports Item 4,Sports,2,66.87,133.74,70.35,6.25,4.68
13266,2024-12-31,Website,366,1001,Accessories Item 2,Accessories,1,28.94,28.94,10.65,5.55,1.01
13267,2024-12-31,Marketplace,615,1000,Accessories Item 1,Accessories,4,24.13,96.52,31.27,9.28,11.58
13268,2024-12-31,Marketplace,16,1005,Home Item 2,Home,3,38.92,116.75,46.47,7.61,14.01
13269,2024-12-31,Website,1085,1014,Beauty Item 3,Beauty,3,36.14,108.43,51.29,7.57,3.8
13270,2024-12-31,SocialAds,319,1008,Electronics Item 1,Electronics,2,122.22,244.44,158.4,5.42,12.22
13271,2024-12-31,Website,584,1002,Accessories Item 3,Accessories,3,21.9,65.7,27.79,7.65,2.3
13272,2024-12-31,Website,185,1019,Sports Item 4,Sports,1,69.42,69.42,36.51,4.53,2.43
13273,2024-12-31,Website,633,1015,Beauty Item 4,Beauty,3,38.52,115.56,52.92,6.69,4.04
13274,2024-12-31,Website,988,1018,Sports Item 3,Sports,1,58.97,58.97,32.97,5.22,2.06
13275,2024-12-31,SocialAds,404,1006,Home Item 3,Home,1,50.61,50.61,24.39,5.05,2.53
13276,2024-12-31,Website,895,1013,Beauty Item 2,Beauty,1,33.68,33.68,14.08,5.54,1.18
13277,2024-12-31,Website,882,1003,Accessories Item 4,Accessories,1,21.01,21.01,7.04,4.9,0.74
13278,2024-12-31,Website,1128,1008,Electronics Item 1,Electronics,1,116.72,116.72,75.63,4.42,4.09
13279,2024-12-31,Website,508,1005,Home Item 2,Home,1,39.67,39.67,15.79,4.88,1.39
13280,2024-12-31,Marketplace,563,1005,Home Item 2,Home,4,38.17,152.7,60.77,8.31,18.32
13281,2024-12-31,Website,546,1006,Home Item 3,Home,1,51.08,51.08,24.62,4.51,1.79
13282,2024-12-31,Website,203,1001,Accessories Item 2,Accessories,1,29.25,29.25,10.76,5.51,1.02
13283,2024-12-31,Marketplace,1156,1002,Accessories Item 3,Accessories,1,23.58,23.58,9.97,5.0,2.83
13284,2024-12-31,Website,1126,1019,Sports Item 4,Sports,1,69.41,69.41,36.51,4.75,2.43
13285,2024-12-31,Website,347,1005,Home Item 2,Home,2,37.77,75.54,30.06,5.77,2.64
13286,2024-12-31,Website,1027,1007,Home Item 4,Home,1,42.34,42.34,20.54,5.62,1.48
13287,2024-12-31,Website,641,1004,Home Item 1,Home,4,49.05,196.18,83.77,8.15,6.87
13288,2024-12-31,Website,143,1004,Home Item 1,Home,1,48.05,48.05,20.52,4.26,1.68
13289,2024-12-31,SocialAds,600,1012,Beauty Item 1,Beauty,2,37.67,75.33,29.15,6.47,3.77
13290,2024-12-31,Marketplace,497,1003,Accessories Item 4,Accessories,1,21.51,21.51,7.2,5.24,2.58
13291,2024-12-31,Marketplace,926,1001,Accessories Item 2,Accessories,1,28.58,28.58,10.52,4.4,3.43
13292,2024-12-31,Marketplace,1021,1010,Electronics Item 3,Electronics,2,131.47,262.93,177.48,5.74,31.55
13293,2024-12-31,SocialAds,1143,1017,Sports Item 2,Sports,1,75.32,75.32,36.91,4.96,3.77
13294,2024-12-31,Website,466,1019,Sports Item 4,Sports,2,69.42,138.83,73.03,6.88,4.86
13295,2024-12-31,SocialAds,212,1003,Accessories Item 4,Accessories,1,21.55,21.55,7.22,4.28,1.08
13296,2024-12-31,Marketplace,1086,1012,Beauty Item 1,Beauty,1,35.8,35.8,13.85,4.93,4.3
13297,2024-12-31,Website,416,1012,Beauty Item 1,Beauty,3,35.22,105.66,40.89,7.24,3.7
13298,2024-12-31,Website,832,1012,Beauty Item 1,Beauty,1,34.99,34.99,13.54,4.89,1.22
13299,2024-12-31,Marketplace,392,1019,Sports Item 4,Sports,1,67.57,67.57,35.54,5.45,8.11
13300,2024-12-31,Website,96,1017,Sports Item 2,Sports,1,76.52,76.52,37.49,5.07,2.68
13301,2024-12-31,Marketplace,534,1018,Sports Item 3,Sports,1,58.86,58.86,32.9,4.59,7.06
13302,2024-12-31,Website,664,1011,Electronics Item 4,Electronics,1,115.47,115.47,76.1,4.23,4.04
13303,2024-12-31,Website,213,1014,Beauty Item 3,Beauty,1,38.54,38.54,18.23,4.79,1.35
13304,2024-12-31,Website,271,1013,Beauty Item 2,Beauty,1,34.06,34.06,14.24,5.55,1.19
13305,2024-12-31,Marketplace,646,1017,Sports Item 2,Sports,1,74.32,74.32,36.42,5.08,8.92
13306,2024-12-31,Website,124,1006,Home Item 3,Home,1,52.62,52.62,25.36,4.47,1.84
13307,2024-12-31,Website,747,1019,Sports Item 4,Sports,3,69.09,207.26,109.02,7.12,7.25
13308,2024-12-31,Website,299,1017,Sports Item 2,Sports,2,77.24,154.48,75.69,5.82,5.41
13309,2025-01-01,Website,100,1014,Beauty Item 3,Beauty,3,37.98,113.93,53.89,6.6,3.99
13310,2025-01-01,Marketplace,128,1017,Sports Item 2,Sports,3,72.18,216.53,106.1,7.35,25.98
13311,2025-01-01,Website,1096,1018,Sports Item 3,Sports,1,56.95,56.95,31.83,5.03,1.99
13312,2025-01-01,Marketplace,315,1000,Accessories Item 1,Accessories,1,24.38,24.38,7.9,4.93,2.93
13313,2025-01-01,Marketplace,1155,1002,Accessories Item 3,Accessories,2,22.16,44.33,18.75,5.59,5.32
13314,2025-01-01,Website,1038,1007,Home Item 4,Home,1,41.49,41.49,20.12,5.7,1.45
13315,2025-01-01,SocialAds,333,1006,Home Item 3,Home,1,52.13,52.13,25.13,5.36,2.61
13316,2025-01-01,Website,507,1013,Beauty Item 2,Beauty,1,31.35,31.35,13.1,4.91,1.1
13317,2025-01-01,SocialAds,48,1011,Electronics Item 4,Electronics,1,121.81,121.81,80.27,4.37,6.09
13318,2025-01-01,Website,996,1004,Home Item 1,Home,2,51.28,102.55,43.79,5.95,3.59
13319,2025-01-01,Website,1025,1003,Accessories Item 4,Accessories,1,20.97,20.97,7.02,5.13,0.73
13320,2025-01-01,Website,564,1008,Electronics Item 1,Electronics,3,115.69,347.08,224.9,7.33,12.15
13321,2025-01-01,Marketplace,583,1011,Electronics Item 4,Electronics,1,121.6,121.6,80.13,4.92,14.59
13322,2025-01-01,Website,723,1018,Sports Item 3,Sports,3,58.66,175.97,98.37,6.63,6.16
13323,2025-01-01,SocialAds,881,1015,Beauty Item 4,Beauty,1,38.48,38.48,17.62,5.22,1.92
13324,2025-01-01,Website,1032,1012,Beauty Item 1,Beauty,1,34.66,34.66,13.41,4.94,1.21
13325,2025-01-01,SocialAds,1146,1002,Accessories Item 3,Accessories,2,23.3,46.61,19.72,6.79,2.33
13326,2025-01-01,Website,58,1007,Home Item 4,Home,1,42.36,42.36,20.54,4.74,1.48
13327,2025-01-01,Website,308,1019,Sports Item 4,Sports,1,64.41,64.41,33.88,5.25,2.25
13328,2025-01-01,SocialAds,802,1006,Home Item 3,Home,1,53.21,53.21,25.65,4.5,2.66
13329,2025-01-01,Website,946,1010,Electronics Item 3,Electronics,4,131.24,524.97,354.35,9.29,18.37
13330,2025-01-01,Marketplace,763,1012,Beauty Item 1,Beauty,2,36.55,73.1,28.29,6.65,8.77
13331,2025-01-01,Website,931,1014,Beauty Item 3,Beauty,1,39.71,39.71,18.78,4.26,1.39
13332,2025-01-01,Marketplace,578,1014,Beauty Item 3,Beauty,1,38.37,38.37,18.15,5.27,4.6
13333,2025-01-01,Website,870,1008,Electronics Item 1,Electronics,2,113.88,227.77,147.59,6.69,7.97
13334,2025-01-01,Marketplace,307,1007,Home Item 4,Home,3,42.13,126.38,61.29,7.8,15.17
13335,2025-01-01,Marketplace,706,1002,Accessories Item 3,Accessories,1,23.53,23.53,9.95,4.38,2.82
13336,2025-01-01,Website,74,1015,Beauty Item 4,Beauty,3,37.2,111.61,51.12,6.9,3.91
13337,2025-01-01,Marketplace,308,1012,Beauty Item 1,Beauty,1,35.4,35.4,13.7,4.76,4.25
13338,2025-01-01,Marketplace,806,1015,Beauty Item 4,Beauty,1,38.62,38.62,17.69,4.33,4.63
13339,2025-01-01,Website,1133,1005,Home Item 2,Home,3,39.73,119.18,47.43,6.66,4.17
13340,2025-01-01,Website,238,1011,Electronics Item 4,Electronics,2,116.12,232.25,153.05,6.72,8.13
13341,2025-01-01,Website,1067,1005,Home Item 2,Home,1,37.07,37.07,14.75,4.93,1.3
13342,2025-01-01,Website,317,1019,Sports Item 4,Sports,2,70.15,140.3,73.8,6.28,4.91
13343,2025-01-01,Marketplace,638,1013,Beauty Item 2,Beauty,1,33.77,33.77,14.12,4.68,4.05
13344,2025-01-01,Website,910,1006,Home Item 3,Home,1,52.77,52.77,25.43,5.17,1.85
13345,2025-01-01,Website,1186,1017,Sports Item 2,Sports,2,70.56,141.11,69.14,5.88,4.94
13346,2025-01-01,Marketplace,426,1002,Accessories Item 3,Accessories,2,21.7,43.4,18.36,6.02,5.21
13347,2025-01-01,Website,53,1000,Accessories Item 1,Accessories,2,24.05,48.09,15.58,6.28,1.68
13348,2025-01-01,SocialAds,1075,1003,Accessories Item 4,Accessories,2,22.6,45.2,15.14,5.74,2.26
13349,2025-01-01,SocialAds,588,1013,Beauty Item 2,Beauty,1,32.33,32.33,13.51,5.13,1.62
13350,2025-01-01,Website,1038,1005,Home Item 2,Home,1,40.11,40.11,15.96,5.66,1.4
13351,2025-01-01,Website,288,1002,Accessories Item 3,Accessories,1,22.54,22.54,9.53,5.68,0.79
13352,2025-01-01,Website,631,1016,Sports Item 1,Sports,3,49.98,149.95,71.53,6.74,5.25
13353,2025-01-01,Website,1143,1002,Accessories Item 3,Accessories,1,22.38,22.38,9.47,4.24,0.78
13354,2025-01-01,Website,425,1015,Beauty Item 4,Beauty,1,36.66,36.66,16.79,4.86,1.28
13355,2025-01-01,SocialAds,643,1008,Electronics Item 1,Electronics,4,115.79,463.18,300.14,8.2,23.16
13356,2025-01-01,Website,519,1010,Electronics Item 3,Electronics,3,127.82,383.47,258.84,7.07,13.42
13357,2025-01-01,Website,852,1018,Sports Item 3,Sports,1,57.8,57.8,32.31,4.45,2.02
13358,2025-01-01,SocialAds,220,1007,Home Item 4,Home,3,43.0,129.01,62.57,7.8,6.45
13359,2025-01-01,Marketplace,639,1010,Electronics Item 3,Electronics,1,126.17,126.17,85.16,4.84,15.14
13360,2025-01-01,Marketplace,1094,1004,Home Item 1,Home,1,48.94,48.94,20.9,4.2,5.87
13361,2025-01-01,Marketplace,1171,1011,Electronics Item 4,Electronics,1,113.54,113.54,74.82,4.5,13.63
13362,2025-01-01,SocialAds,1196,1011,Electronics Item 4,Electronics,1,111.79,111.79,73.67,4.95,5.59
13363,2025-01-01,Website,322,1019,Sports Item 4,Sports,1,67.28,67.28,35.39,5.05,2.35
13364,2025-01-01,Website,319,1014,Beauty Item 3,Beauty,2,38.89,77.79,36.79,6.62,2.72
13365,2025-01-01,Marketplace,1126,1010,Electronics Item 3,Electronics,1,129.64,129.64,87.51,5.4,15.56
13366,2025-01-01,Website,134,1005,Home Item 2,Home,1,38.4,38.4,15.28,4.3,1.34
13367,2025-01-01,Marketplace,4,1000,Accessories Item 1,Accessories,1,25.46,25.46,8.25,4.85,3.06
13368,2025-01-01,SocialAds,428,1002,Accessories Item 3,Accessories,2,23.41,46.81,19.8,6.57,2.34
13369,2025-01-01,Website,804,1003,Accessories Item 4,Accessories,1,21.14,21.14,7.08,4.71,0.74
13370,2025-01-01,Marketplace,336,1013,Beauty Item 2,Beauty,2,31.14,62.28,26.03,6.39,7.47
13371,2025-01-01,Marketplace,1120,1016,Sports Item 1,Sports,1,54.89,54.89,26.18,5.04,6.59
13372,2025-01-01,Website,670,1012,Beauty Item 1,Beauty,1,35.8,35.8,13.86,4.59,1.25
13373,2025-01-01,Website,910,1002,Accessories Item 3,Accessories,3,23.5,70.5,29.82,7.23,2.47
13374,2025-01-01,Marketplace,670,1012,Beauty Item 1,Beauty,2,37.33,74.67,28.9,5.82,8.96
13375,2025-01-01,Marketplace,47,1008,Electronics Item 1,Electronics,1,114.7,114.7,74.32,5.4,13.76
13376,2025-01-01,SocialAds,647,1019,Sports Item 4,Sports,2,65.52,131.04,68.93,6.88,6.55
13377,2025-01-01,Website,805,1018,Sports Item 3,Sports,1,55.53,55.53,31.04,5.24,1.94
13378,2025-01-01,Marketplace,281,1005,Home Item 2,Home,2,39.72,79.45,31.62,5.55,9.53
13379,2025-01-01,Website,1164,1010,Electronics Item 3,Electronics,5,134.02,670.09,452.31,9.83,23.45
13380,2025-01-01,Website,1059,1018,Sports Item 3,Sports,1,59.93,59.93,33.5,4.25,2.1
13381,2025-01-01,Website,238,1013,Beauty Item 2,Beauty,2,31.52,63.04,26.35,5.72,2.21
13382,2025-01-01,Website,560,1007,Home Item 4,Home,2,43.45,86.9,42.15,6.69,3.04
13383,2025-01-01,Website,1200,1000,Accessories Item 1,Accessories,2,25.13,50.26,16.28,6.28,1.76
13384,2025-01-01,Marketplace,198,1009,Electronics Item 2,Electronics,3,124.99,374.96,249.35,7.27,45.0
13385,2025-01-01,Website,1067,1002,Accessories Item 3,Accessories,1,22.61,22.61,9.56,4.96,0.79
13386,2025-01-01,Marketplace,783,1014,Beauty Item 3,Beauty,4,38.88,155.54,73.57,8.19,18.66
13387,2025-01-01,SocialAds,696,1016,Sports Item 1,Sports,1,51.81,51.81,24.71,5.69,2.59
13388,2025-01-01,Marketplace,448,1001,Accessories Item 2,Accessories,3,27.44,82.31,30.29,8.07,9.88
13389,2025-01-01,Website,300,1002,Accessories Item 3,Accessories,4,22.33,89.32,37.78,7.87,3.13
13390,2025-01-01,Website,344,1001,Accessories Item 2,Accessories,1,27.32,27.32,10.05,4.29,0.96
13391,2025-01-01,Website,1189,1000,Accessories Item 1,Accessories,1,24.02,24.02,7.78,4.95,0.84
13392,2025-01-01,Marketplace,686,1007,Home Item 4,Home,2,41.25,82.5,40.01,5.52,9.9
13393,2025-01-01,SocialAds,1035,1007,Home Item 4,Home,2,43.38,86.76,42.08,6.4,4.34
13394,2025-01-01,Website,686,1014,Beauty Item 3,Beauty,2,38.06,76.11,36.0,5.4,2.66
13395,2025-01-01,Website,444,1011,Electronics Item 4,Electronics,1,111.39,111.39,73.41,4.36,3.9
13396,2025-01-01,Website,388,1004,Home Item 1,Home,1,49.22,49.22,21.02,4.26,1.72
13397,2025-01-01,Marketplace,945,1004,Home Item 1,Home,1,47.16,47.16,20.14,4.75,5.66
13398,2025-01-01,SocialAds,528,1014,Beauty Item 3,Beauty,1,39.06,39.06,18.48,5.22,1.95
13399,2025-01-01,Website,871,1012,Beauty Item 1,Beauty,2,34.42,68.84,26.64,6.11,2.41
13400,2025-01-01,Marketplace,28,1013,Beauty Item 2,Beauty,1,33.05,33.05,13.81,4.88,3.97
13401,2025-01-01,Website,170,1013,Beauty Item 2,Beauty,2,32.24,64.48,26.95,5.88,2.26
13402,2025-01-01,Website,152,1002,Accessories Item 3,Accessories,2,23.29,46.58,19.7,5.66,1.63
13403,2025-01-01,Marketplace,196,1011,Electronics Item 4,Electronics,1,120.64,120.64,79.5,5.52,14.48
13404,2025-01-01,SocialAds,1017,1009,Electronics Item 2,Electronics,1,128.55,128.55,85.48,5.09,6.43
13405,2025-01-01,SocialAds,516,1013,Beauty Item 2,Beauty,2,32.03,64.05,26.77,5.69,3.2
13406,2025-01-01,Website,490,1007,Home Item 4,Home,3,41.57,124.71,60.48,7.47,4.36
13407,2025-01-01,Marketplace,636,1014,Beauty Item 3,Beauty,3,36.42,109.27,51.69,8.01,13.11
13408,2025-01-01,Marketplace,1157,1014,Beauty Item 3,Beauty,1,38.53,38.53,18.22,4.38,4.62
13409,2025-01-01,SocialAds,387,1004,Home Item 1,Home,1,47.25,47.25,20.18,5.47,2.36
13410,2025-01-01,Marketplace,252,1017,Sports Item 2,Sports,3,72.24,216.71,106.19,6.89,26.0
13411,2025-01-02,Marketplace,982,1015,Beauty Item 4,Beauty,2,39.0,77.99,35.72,6.48,9.36
13412,2025-01-02,Website,71,1016,Sports Item 1,Sports,2,55.01,110.02,52.48,6.71,3.85
13413,2025-01-02,Marketplace,96,1003,Accessories Item 4,Accessories,2,21.2,42.4,14.2,6.77,5.09
13414,2025-01-02,SocialAds,779,1001,Accessories Item 2,Accessories,2,28.64,57.28,21.08,6.36,2.86
13415,2025-01-02,SocialAds,259,1005,Home Item 2,Home,1,38.79,17.64,11.23,5.46,0.88
13416,2025-01-02,Website,337,1004,Home Item 1,Home,1,48.72,48.72,20.8,5.53,1.71
13417,2025-01-02,Marketplace,138,1012,Beauty Item 1,Beauty,2,34.93,69.85,27.03,6.27,8.38
13418,2025-01-02,Website,722,1010,Electronics Item 3,Electronics,2,133.71,267.42,180.51,5.41,9.36
13419,2025-01-02,Marketplace,864,1003,Accessories Item 4,Accessories,2,21.96,43.92,14.71,6.8,5.27
13420,2025-01-02,Website,404,1012,Beauty Item 1,Beauty,1,36.72,36.72,14.21,4.87,1.29
13421,2025-01-02,Marketplace,912,1014,Beauty Item 3,Beauty,1,36.49,36.49,17.26,4.9,4.38
13422,2025-01-02,Website,315,1006,Home Item 3,Home,3,51.56,154.67,74.55,7.6,5.41
13423,2025-01-02,Marketplace,580,1010,Electronics Item 3,Electronics,1,128.14,128.14,86.5,5.05,15.38
13424,2025-01-02,Website,1139,1002,Accessories Item 3,Accessories,2,23.69,47.38,20.04,6.89,1.66
13425,2025-01-02,Website,1088,1018,Sports Item 3,Sports,2,58.19,116.38,65.06,6.16,4.07
13426,2025-01-02,Marketplace,160,1012,Beauty Item 1,Beauty,2,34.65,69.3,26.82,5.57,8.32
13427,2025-01-02,Website,512,1005,Home Item 2,Home,1,37.29,37.29,14.84,5.52,1.31
13428,2025-01-02,Website,519,1000,Accessories Item 1,Accessories,2,24.37,48.75,15.79,6.66,1.71
13429,2025-01-02,Website,951,1010,Electronics Item 3,Electronics,1,137.09,137.09,92.53,5.2,4.8
13430,2025-01-02,Website,1107,1012,Beauty Item 1,Beauty,2,37.22,74.43,28.81,6.43,2.61
13431,2025-01-02,Website,465,1002,Accessories Item 3,Accessories,1,22.56,22.56,9.54,5.65,0.79
13432,2025-01-02,Website,810,1001,Accessories Item 2,Accessories,3,29.27,87.82,32.32,7.7,3.07
13433,2025-01-02,Website,586,1006,Home Item 3,Home,2,50.57,101.14,48.75,6.23,3.54
13434,2025-01-02,Marketplace,856,1005,Home Item 2,Home,1,38.86,38.86,15.47,4.53,4.66
13435,2025-01-02,Marketplace,814,1010,Electronics Item 3,Electronics,1,129.94,129.94,87.71,4.24,15.59
13436,2025-01-02,Website,947,1012,Beauty Item 1,Beauty,3,37.01,111.02,42.97,7.17,3.89
13437,2025-01-02,SocialAds,414,1017,Sports Item 2,Sports,2,72.85,145.69,71.39,6.57,7.28
13438,2025-01-02,Website,351,1009,Electronics Item 2,Electronics,1,125.72,125.72,83.61,4.84,4.4
13439,2025-01-02,Marketplace,736,1019,Sports Item 4,Sports,1,68.87,68.87,36.23,5.62,8.26
13440,2025-01-02,Website,556,1013,Beauty Item 2,Beauty,1,31.3,31.3,13.08,4.8,1.1
13441,2025-01-02,Marketplace,420,1005,Home Item 2,Home,1,38.52,38.52,15.33,5.15,4.62
13442,2025-01-02,SocialAds,880,1017,Sports Item 2,Sports,1,75.41,75.41,36.95,4.79,3.77
13443,2025-01-02,SocialAds,25,1007,Home Item 4,Home,2,41.51,83.02,40.26,6.1,4.15
13444,2025-01-02,Website,747,1004,Home Item 1,Home,1,50.31,50.31,21.48,4.37,1.76
13445,2025-01-02,SocialAds,579,1007,Home Item 4,Home,1,41.12,41.12,19.94,4.92,2.06
13446,2025-01-02,Website,568,1012,Beauty Item 1,Beauty,2,34.55,69.09,26.74,5.96,2.42
13447,2025-01-02,Website,319,1019,Sports Item 4,Sports,1,64.2,64.2,33.77,5.39,2.25
13448,2025-01-02,Marketplace,899,1000,Accessories Item 1,Accessories,3,25.67,77.0,24.95,7.25,9.24
13449,2025-01-02,Marketplace,614,1014,Beauty Item 3,Beauty,1,38.2,38.2,18.07,4.32,4.58
13450,2025-01-02,Website,700,1016,Sports Item 1,Sports,1,53.15,53.15,25.35,5.29,1.86
13451,2025-01-02,Marketplace,276,1000,Accessories Item 1,Accessories,1,26.11,26.11,8.46,4.76,3.13
13452,2025-01-02,Website,872,1017,Sports Item 2,Sports,3,76.67,230.02,112.71,7.75,8.05
13453,2025-01-02,Website,1128,1008,Electronics Item 1,Electronics,3,112.79,338.36,219.26,7.11,11.84
13454,2025-01-02,Marketplace,1131,1005,Home Item 2,Home,1,40.14,40.14,15.98,4.63,4.82
13455,2025-01-02,Website,985,1017,Sports Item 2,Sports,1,74.58,57.79,32.43,4.23,2.02
13456,2025-01-02,SocialAds,988,1002,Accessories Item 3,Accessories,1,22.22,22.22,9.4,4.99,1.11
13457,2025-01-02,Website,231,1016,Sports Item 1,Sports,1,54.83,54.83,26.15,5.47,1.92
13458,2025-01-02,Marketplace,415,1012,Beauty Item 1,Beauty,2,35.89,71.78,27.78,6.42,8.61
13459,2025-01-02,Website,420,1010,Electronics Item 3,Electronics,1,136.7,136.7,92.27,5.48,4.78
13460,2025-01-02,Website,747,1006,Home Item 3,Home,1,52.5,52.5,25.31,5.36,1.84
13461,2025-01-02,Website,205,1000,Accessories Item 1,Accessories,2,26.16,52.31,16.95,5.7,1.83
13462,2025-01-02,Website,1151,1005,Home Item 2,Home,1,38.01,38.01,15.13,4.58,1.33
13463,2025-01-02,Marketplace,407,1000,Accessories Item 1,Accessories,2,24.9,49.8,16.13,6.67,5.98
13464,2025-01-02,Marketplace,32,1018,Sports Item 3,Sports,1,56.1,56.1,31.36,4.73,6.73
13465,2025-01-02,Website,79,1007,Home Item 4,Home,1,41.09,41.09,19.93,4.29,1.44
13466,2025-01-02,Website,522,1007,Home Item 4,Home,3,40.97,122.9,59.61,7.02,4.3
13467,2025-01-02,Website,14,1008,Electronics Item 1,Electronics,1,111.18,111.18,72.05,5.21,3.89
13468,2025-01-02,Marketplace,233,1004,Home Item 1,Home,2,51.04,102.09,43.59,6.84,12.25
13469,2025-01-02,Website,804,1016,Sports Item 1,Sports,1,51.12,51.12,24.38,4.86,1.79
13470,2025-01-02,Website,560,1013,Beauty Item 2,Beauty,1,32.15,32.15,13.44,5.39,1.13
13471,2025-01-02,Marketplace,867,1007,Home Item 4,Home,1,42.65,42.65,20.69,5.55,5.12
13472,2025-01-02,Website,349,1008,Electronics Item 1,Electronics,3,118.4,355.21,230.17,6.85,12.43
