Date,AccountCode,AccountName,Type,Amount
2025-01-26,4000,Revenue,Revenue,10754.93
2025-01-26,5000,COGS - Merchandise,COGS,-5652.79
2025-01-26,5100,COGS - Shipping,COGS,-619.09
2025-01-26,5200,COGS - Platform Fees,COGS,-777.8
2025-01-27,4000,Revenue,Revenue,12479.88
2025-01-27,5000,COGS - Merchandise,COGS,-6924.03
2025-01-27,5100,COGS - Shipping,COGS,-686.54
2025-01-27,5200,COGS - Platform Fees,COGS,-807.88
2025-01-28,4000,Revenue,Revenue,13282.17
2025-01-28,5000,COGS - Merchandise,COGS,-7462.9
2025-01-28,5100,COGS - Shipping,COGS,-685.17
2025-01-28,5200,COGS - Platform Fees,COGS,-858.07
2025-01-29,5200,COGS - Platform Fees,COGS,-932.38
2025-01-29,5100,COGS - Shipping,COGS,-834.84
2025-01-29,4000,Revenue,Revenue,14492.7
2025-01-29,5000,COGS - Merchandise,COGS,-7984.41
2025-01-30,4000,Revenue,Revenue,12477.41
2025-01-30,5000,COGS - Merchandise,COGS,-6820.78
2025-01-30,5100,COGS - Shipping,COGS,-707.48
2025-01-30,5200,COGS - Platform Fees,COGS,-819.03
2025-01-31,8000,Taxes - Income/Turnover,Taxes,-27476.04
2025-01-31,6000,OPEX - Advertising,OPEX,-21934.94
2025-01-31,6100,OPEX - Salaries,OPEX,-37301.32
2025-01-31,6200,OPEX - Rent,OPEX,-6433.21
2025-01-31,6300,OPEX - Utilities,OPEX,-1108.54
2025-01-31,6350,OPEX - Tools & SaaS,OPEX,-998.62
2025-01-31,6400,OPEX - Logistics Overhead,OPEX,-1714.05
2025-01-31,5000,COGS - Merchandise,COGS,-6731.54
2025-01-31,4000,Revenue,Revenue,12398.72
2025-01-31,5100,COGS - Shipping,COGS,-726.52
2025-01-31,5200,COGS - Platform Fees,COGS,-817.7
2025-02-01,5000,COGS - Merchandise,COGS,-8235.15
2025-02-01,5200,COGS - Platform Fees,COGS,-916.6
2025-02-01,4000,Revenue,Revenue,14882.4
2025-02-01,5100,COGS - Shipping,COGS,-824.21
2025-02-02,4000,Revenue,Revenue,14067.83
2025-02-02,5000,COGS - Merchandise,COGS,-7747.52
2025-02-02,5100,COGS - Shipping,COGS,-824.22
2025-02-02,5200,COGS - Platform Fees,COGS,-894.15
2025-02-03,5000,COGS - Merchandise,COGS,-5903.97
2025-02-03,4000,Revenue,Revenue,11136.7
2025-02-03,5100,COGS - Shipping,COGS,-709.47
2025-02-03,5200,COGS - Platform Fees,COGS,-643.61
2025-02-04,4000,Revenue,Revenue,16411.2
2025-02-04,5000,COGS - Merchandise,COGS,-9086.47
2025-02-04,5100,COGS - Shipping,COGS,-840.58
2025-02-04,5200,COGS - Platform Fees,COGS,-1048.89
2025-02-05,5200,COGS - Platform Fees,COGS,-762.52
2025-02-05,4000,Revenue,Revenue,13810.18
2025-02-05,5000,COGS - Merchandise,COGS,-7674.9
2025-02-05,5100,COGS - Shipping,COGS,-805.79
2025-02-06,4000,Revenue,Revenue,15189.47
2025-02-06,5000,COGS - Merchandise,COGS,-8593.44
2025-02-06,5100,COGS - Shipping,COGS,-817.73
2025-02-06,5200,COGS - Platform Fees,COGS,-1113.99
2025-02-07,5100,COGS - Shipping,COGS,-793.21
2025-02-07,5200,COGS - Platform Fees,COGS,-978.6
2025-02-07,4000,Revenue,Revenue,14696.73
2025-02-07,5000,COGS - Merchandise,COGS,-8318.55
2025-02-08,4000,Revenue,Revenue,16496.1
2025-02-08,5000,COGS - Merchandise,COGS,-9222.86
2025-02-08,5100,COGS - Shipping,COGS,-853.45
2025-02-08,5200,COGS - Platform Fees,COGS,-1102.69
2025-02-09,4000,Revenue,Revenue,15519.56
2025-02-09,5000,COGS - Merchandise,COGS,-8609.08
2025-02-09,5100,COGS - Shipping,COGS,-788.8
2025-02-09,5200,COGS - Platform Fees,COGS,-913.61
2025-02-10,4000,Revenue,Revenue,13280.13
2025-02-10,5000,COGS - Merchandise,COGS,-7083.44
2025-02-10,5200,COGS - Platform Fees,COGS,-868.29
2025-02-10,5100,COGS - Shipping,COGS,-786.84
2025-02-11,4000,Revenue,Revenue,11537.24
2025-02-11,5000,COGS - Merchandise,COGS,-6055.44
2025-02-11,5100,COGS - Shipping,COGS,-747.05
2025-02-11,5200,COGS - Platform Fees,COGS,-656.67
2025-02-12,4000,Revenue,Revenue,15460.43
2025-02-12,5000,COGS - Merchandise,COGS,-8412.29
2025-02-12,5100,COGS - Shipping,COGS,-887.81
2025-02-12,5200,COGS - Platform Fees,COGS,-1001.9
2025-02-13,5100,COGS - Shipping,COGS,-598.46
2025-02-13,4000,Revenue,Revenue,9183.04
2025-02-13,5000,COGS - Merchandise,COGS,-4981.58
2025-02-13,5200,COGS - Platform Fees,COGS,-526.86
2025-02-14,4000,Revenue,Revenue,10967.1
2025-02-14,5000,COGS - Merchandise,COGS,-6237.24
2025-02-14,5100,COGS - Shipping,COGS,-603.96
2025-02-14,5200,COGS - Platform Fees,COGS,-706.61
2025-02-15,4000,Revenue,Revenue,12242.52
2025-02-15,5000,COGS - Merchandise,COGS,-6541.74
2025-02-15,5100,COGS - Shipping,COGS,-778.32
2025-02-15,5200,COGS - Platform Fees,COGS,-857.93
2025-02-16,4000,Revenue,Revenue,10322.31
2025-02-16,5200,COGS - Platform Fees,COGS,-588.28
2025-02-16,5100,COGS - Shipping,COGS,-590.87
2025-02-16,5000,COGS - Merchandise,COGS,-5465.48
2025-02-17,5000,COGS - Merchandise,COGS,-9655.71
2025-02-17,4000,Revenue,Revenue,17437.29
2025-02-17,5100,COGS - Shipping,COGS,-961.19
2025-02-17,5200,COGS - Platform Fees,COGS,-1227.57
2025-02-18,4000,Revenue,Revenue,12039.88
2025-02-18,5000,COGS - Merchandise,COGS,-6319.76
2025-02-18,5100,COGS - Shipping,COGS,-758.09
2025-02-18,5200,COGS - Platform Fees,COGS,-695.89
2025-02-19,4000,Revenue,Revenue,8759.44
2025-02-19,5000,COGS - Merchandise,COGS,-4495.05
2025-02-19,5200,COGS - Platform Fees,COGS,-525.93
2025-02-19,5100,COGS - Shipping,COGS,-558.51
2025-02-20,5100,COGS - Shipping,COGS,-659.29
2025-02-20,4000,Revenue,Revenue,11636.48
2025-02-20,5000,COGS - Merchandise,COGS,-6286.46
2025-02-20,5200,COGS - Platform Fees,COGS,-773.37
2025-02-21,4000,Revenue,Revenue,9100.29
2025-02-21,5000,COGS - Merchandise,COGS,-5005.15
2025-02-21,5100,COGS - Shipping,COGS,-570.43
2025-02-21,5200,COGS - Platform Fees,COGS,-567.82
2025-02-22,4000,Revenue,Revenue,13875.21
2025-02-22,5000,COGS - Merchandise,COGS,-7453.11
2025-02-22,5100,COGS - Shipping,COGS,-807.63
2025-02-22,5200,COGS - Platform Fees,COGS,-820.47
2025-02-23,5100,COGS - Shipping,COGS,-770.02
2025-02-23,5000,COGS - Merchandise,COGS,-6263.59
2025-02-23,5200,COGS - Platform Fees,COGS,-761.59
2025-02-23,4000,Revenue,Revenue,11883.32
2025-02-24,5100,COGS - Shipping,COGS,-808.89
2025-02-24,5000,COGS - Merchandise,COGS,-7755.32
2025-02-24,5200,COGS - Platform Fees,COGS,-935.88
2025-02-24,4000,Revenue,Revenue,14359.97
2025-02-25,5000,COGS - Merchandise,COGS,-7382.88
2025-02-25,5200,COGS - Platform Fees,COGS,-795.71
2025-02-25,5100,COGS - Shipping,COGS,-797.19
2025-02-25,4000,Revenue,Revenue,13293.64
2025-02-26,5200,COGS - Platform Fees,COGS,-700.23
2025-02-26,5100,COGS - Shipping,COGS,-661.56
2025-02-26,5000,COGS - Merchandise,COGS,-6048.96
2025-02-26,4000,Revenue,Revenue,10866.41
2025-02-27,5000,COGS - Merchandise,COGS,-7042.28
2025-02-27,5100,COGS - Shipping,COGS,-689.21
2025-02-27,5200,COGS - Platform Fees,COGS,-770.5
2025-02-27,4000,Revenue,Revenue,12528.11
2025-02-28,5200,COGS - Platform Fees,COGS,-574.49
2025-02-28,4000,Revenue,Revenue,9003.98
2025-02-28,5000,COGS - Merchandise,COGS,-4775.23
2025-02-28,6400,OPEX - Logistics Overhead,OPEX,-2092.13
2025-02-28,6350,OPEX - Tools & SaaS,OPEX,-772.37
2025-02-28,6300,OPEX - Utilities,OPEX,-1320.88
2025-02-28,6200,OPEX - Rent,OPEX,-6284.55
2025-02-28,6100,OPEX - Salaries,OPEX,-38170.78
2025-02-28,6000,OPEX - Advertising,OPEX,-25644.53
2025-02-28,5100,COGS - Shipping,COGS,-574.46
2025-02-28,8000,Taxes - Income/Turnover,Taxes,-27326.28
2025-03-01,5000,COGS - Merchandise,COGS,-7401.68
2025-03-01,5100,COGS - Shipping,COGS,-767.91
2025-03-01,5200,COGS - Platform Fees,COGS,-912.58
2025-03-01,4000,Revenue,Revenue,13625.8
2025-03-02,4000,Revenue,Revenue,9100.26
2025-03-02,5000,COGS - Merchandise,COGS,-5102.35
2025-03-02,5100,COGS - Shipping,COGS,-577.45
2025-03-02,5200,COGS - Platform Fees,COGS,-583.2
2025-03-03,4000,Revenue,Revenue,12165.94
2025-03-03,5000,COGS - Merchandise,COGS,-6409.22
2025-03-03,5100,COGS - Shipping,COGS,-757.92
2025-03-03,5200,COGS - Platform Fees,COGS,-794.99
2025-03-04,5000,COGS - Merchandise,COGS,-6860.34
2025-03-04,4000,Revenue,Revenue,12687.84
2025-03-04,5100,COGS - Shipping,COGS,-733.02
2025-03-04,5200,COGS - Platform Fees,COGS,-696.66
2025-03-05,4000,Revenue,Revenue,16156.85
2025-03-05,5000,COGS - Merchandise,COGS,-8998.29
2025-03-05,5100,COGS - Shipping,COGS,-945.05
2025-03-05,5200,COGS - Platform Fees,COGS,-983.51
2025-03-06,4000,Revenue,Revenue,8837.07
2025-03-06,5000,COGS - Merchandise,COGS,-4906.26
2025-03-06,5100,COGS - Shipping,COGS,-529.24
2025-03-06,5200,COGS - Platform Fees,COGS,-536.14
2025-03-07,5100,COGS - Shipping,COGS,-808.83
2025-03-07,5000,COGS - Merchandise,COGS,-7125.8
2025-03-07,5200,COGS - Platform Fees,COGS,-835.01
2025-03-07,4000,Revenue,Revenue,13192.12
2025-03-08,5200,COGS - Platform Fees,COGS,-1011.73
2025-03-08,5100,COGS - Shipping,COGS,-926.31
2025-03-08,5000,COGS - Merchandise,COGS,-8939.75
2025-03-08,4000,Revenue,Revenue,15961.96
2025-03-09,4000,Revenue,Revenue,11038.84
2025-03-09,5000,COGS - Merchandise,COGS,-5716.61
2025-03-09,5100,COGS - Shipping,COGS,-715.6
2025-03-09,5200,COGS - Platform Fees,COGS,-669.97
2025-03-10,4000,Revenue,Revenue,15285.74
2025-03-10,5000,COGS - Merchandise,COGS,-8341.71
2025-03-10,5100,COGS - Shipping,COGS,-857.91
2025-03-10,5200,COGS - Platform Fees,COGS,-930.04
2025-03-11,5100,COGS - Shipping,COGS,-790.56
2025-03-11,4000,Revenue,Revenue,14147.88
2025-03-11,5000,COGS - Merchandise,COGS,-7691.31
2025-03-11,5200,COGS - Platform Fees,COGS,-975.7
2025-03-12,4000,Revenue,Revenue,10979.9
2025-03-12,5000,COGS - Merchandise,COGS,-5992.72
2025-03-12,5100,COGS - Shipping,COGS,-651.25
2025-03-12,5200,COGS - Platform Fees,COGS,-718.9
2025-03-13,4000,Revenue,Revenue,11611.31
2025-03-13,5000,COGS - Merchandise,COGS,-6221.25
2025-03-13,5200,COGS - Platform Fees,COGS,-641.17
2025-03-13,5100,COGS - Shipping,COGS,-682.56
2025-03-14,4000,Revenue,Revenue,12567.98
2025-03-14,5000,COGS - Merchandise,COGS,-6675.54
2025-03-14,5100,COGS - Shipping,COGS,-746.63
2025-03-14,5200,COGS - Platform Fees,COGS,-806.36
2025-03-15,4000,Revenue,Revenue,11889.74
2025-03-15,5000,COGS - Merchandise,COGS,-6624.39
2025-03-15,5100,COGS - Shipping,COGS,-631.75
2025-03-15,5200,COGS - Platform Fees,COGS,-759.99
2025-03-16,4000,Revenue,Revenue,12853.44
2025-03-16,5000,COGS - Merchandise,COGS,-6985.56
2025-03-16,5100,COGS - Shipping,COGS,-758.02
2025-03-16,5200,COGS - Platform Fees,COGS,-736.69
2025-03-17,4000,Revenue,Revenue,11854.86
2025-03-17,5000,COGS - Merchandise,COGS,-6353.45
2025-03-17,5100,COGS - Shipping,COGS,-732.91
2025-03-17,5200,COGS - Platform Fees,COGS,-628.86
2025-03-18,4000,Revenue,Revenue,15531.01
2025-03-18,5000,COGS - Merchandise,COGS,-8622.11
2025-03-18,5100,COGS - Shipping,COGS,-843.32
2025-03-18,5200,COGS - Platform Fees,COGS,-996.17
2025-03-19,4000,Revenue,Revenue,9493.61
2025-03-19,5000,COGS - Merchandise,COGS,-4928.88
2025-03-19,5100,COGS - Shipping,COGS,-629.07
2025-03-19,5200,COGS - Platform Fees,COGS,-605.1
2025-03-20,5200,COGS - Platform Fees,COGS,-878.93
2025-03-20,4000,Revenue,Revenue,14089.84
2025-03-20,5000,COGS - Merchandise,COGS,-7709.23
2025-03-20,5100,COGS - Shipping,COGS,-772.1
2025-03-21,5200,COGS - Platform Fees,COGS,-897.5
2025-03-21,4000,Revenue,Revenue,13945.05
2025-03-21,5100,COGS - Shipping,COGS,-797.96
2025-03-21,5000,COGS - Merchandise,COGS,-7430.53
2025-03-22,4000,Revenue,Revenue,15044.76
2025-03-22,5000,COGS - Merchandise,COGS,-8213.68
2025-03-22,5100,COGS - Shipping,COGS,-891.79
2025-03-22,5200,COGS - Platform Fees,COGS,-967.85
2025-03-23,4000,Revenue,Revenue,14945.61
2025-03-23,5000,COGS - Merchandise,COGS,-8379.89
2025-03-23,5100,COGS - Shipping,COGS,-779.18
2025-03-23,5200,COGS - Platform Fees,COGS,-1100.2
2025-03-24,5200,COGS - Platform Fees,COGS,-1071.44
2025-03-24,5100,COGS - Shipping,COGS,-804.64
2025-03-24,5000,COGS - Merchandise,COGS,-8386.85
2025-03-24,4000,Revenue,Revenue,15053.26
2025-03-25,4000,Revenue,Revenue,12066.1
2025-03-25,5000,COGS - Merchandise,COGS,-6486.02
2025-03-25,5100,COGS - Shipping,COGS,-713.35
2025-03-25,5200,COGS - Platform Fees,COGS,-751.16
2025-03-26,5000,COGS - Merchandise,COGS,-8235.6
2025-03-26,5100,COGS - Shipping,COGS,-772.26
2025-03-26,5200,COGS - Platform Fees,COGS,-998.79
2025-03-26,4000,Revenue,Revenue,14782.74
2025-03-27,5000,COGS - Merchandise,COGS,-8324.32
2025-03-27,5100,COGS - Shipping,COGS,-950.81
2025-03-27,5200,COGS - Platform Fees,COGS,-986.28
2025-03-27,4000,Revenue,Revenue,15434.74
2025-03-28,4000,Revenue,Revenue,13741.54
2025-03-28,5000,COGS - Merchandise,COGS,-7631.96
2025-03-28,5100,COGS - Shipping,COGS,-775.64
2025-03-28,5200,COGS - Platform Fees,COGS,-813.9
2025-03-29,4000,Revenue,Revenue,12322.42
2025-03-29,5000,COGS - Merchandise,COGS,-6626.87
2025-03-29,5100,COGS - Shipping,COGS,-750.53
2025-03-29,5200,COGS - Platform Fees,COGS,-743.99
2025-03-30,5000,COGS - Merchandise,COGS,-7950.93
2025-03-30,5100,COGS - Shipping,COGS,-722.59
2025-03-30,4000,Revenue,Revenue,14016.7
2025-03-30,5200,COGS - Platform Fees,COGS,-1004.0
2025-03-31,8000,Taxes - Income/Turnover,Taxes,-25968.42
2025-03-31,6000,OPEX - Advertising,OPEX,-37094.51
2025-03-31,6100,OPEX - Salaries,OPEX,-36794.86
2025-03-31,6200,OPEX - Rent,OPEX,-6203.31
2025-03-31,6300,OPEX - Utilities,OPEX,-1326.18
2025-03-31,6350,OPEX - Tools & SaaS,OPEX,-962.06
2025-03-31,6400,OPEX - Logistics Overhead,OPEX,-1937.4
2025-03-31,5200,COGS - Platform Fees,COGS,-920.89
2025-03-31,5100,COGS - Shipping,COGS,-786.04
2025-03-31,5000,COGS - Merchandise,COGS,-7470.99
2025-03-31,4000,Revenue,Revenue,13701.3
2025-04-01,5100,COGS - Shipping,COGS,-663.15
2025-04-01,4000,Revenue,Revenue,11486.14
2025-04-01,5000,COGS - Merchandise,COGS,-6383.56
2025-04-01,5200,COGS - Platform Fees,COGS,-685.59
2025-04-02,4000,Revenue,Revenue,15880.52
2025-04-02,5000,COGS - Merchandise,COGS,-8879.0
2025-04-02,5100,COGS - Shipping,COGS,-833.43
2025-04-02,5200,COGS - Platform Fees,COGS,-941.23
2025-04-03,5000,COGS - Merchandise,COGS,-6103.36
2025-04-03,4000,Revenue,Revenue,11328.07
2025-04-03,5100,COGS - Shipping,COGS,-690.16
2025-04-03,5200,COGS - Platform Fees,COGS,-709.04
2025-04-04,4000,Revenue,Revenue,12241.12
2025-04-04,5000,COGS - Merchandise,COGS,-6682.64
2025-04-04,5100,COGS - Shipping,COGS,-729.61
2025-04-04,5200,COGS - Platform Fees,COGS,-803.32
2025-04-05,4000,Revenue,Revenue,11175.98
2025-04-05,5100,COGS - Shipping,COGS,-665.63
2025-04-05,5000,COGS - Merchandise,COGS,-6099.53
2025-04-05,5200,COGS - Platform Fees,COGS,-761.14
2025-04-06,4000,Revenue,Revenue,15617.66
2025-04-06,5000,COGS - Merchandise,COGS,-8883.89
2025-04-06,5100,COGS - Shipping,COGS,-805.24
2025-04-06,5200,COGS - Platform Fees,COGS,-953.13
2025-04-07,4000,Revenue,Revenue,10952.72
2025-04-07,5000,COGS - Merchandise,COGS,-5744.61
2025-04-07,5100,COGS - Shipping,COGS,-712.16
2025-04-07,5200,COGS - Platform Fees,COGS,-667.91
2025-04-08,5200,COGS - Platform Fees,COGS,-699.34
2025-04-08,5100,COGS - Shipping,COGS,-698.72
2025-04-08,4000,Revenue,Revenue,12178.99
2025-04-08,5000,COGS - Merchandise,COGS,-6693.12
2025-04-09,4000,Revenue,Revenue,12841.33
2025-04-09,5000,COGS - Merchandise,COGS,-6786.92
2025-04-09,5100,COGS - Shipping,COGS,-837.14
2025-04-09,5200,COGS - Platform Fees,COGS,-759.86
2025-04-10,5200,COGS - Platform Fees,COGS,-663.49
2025-04-10,4000,Revenue,Revenue,10756.93
2025-04-10,5000,COGS - Merchandise,COGS,-5674.28
2025-04-10,5100,COGS - Shipping,COGS,-696.32
2025-04-11,5200,COGS - Platform Fees,COGS,-785.73
2025-04-11,5000,COGS - Merchandise,COGS,-7086.3
2025-04-11,4000,Revenue,Revenue,12990.39
2025-04-11,5100,COGS - Shipping,COGS,-720.77
2025-04-12,5100,COGS - Shipping,COGS,-818.69
2025-04-12,5200,COGS - Platform Fees,COGS,-854.29
2025-04-12,4000,Revenue,Revenue,15143.74
2025-04-12,5000,COGS - Merchandise,COGS,-8567.26
2025-04-13,4000,Revenue,Revenue,16360.38
2025-04-13,5000,COGS - Merchandise,COGS,-9093.02
2025-04-13,5100,COGS - Shipping,COGS,-932.78
2025-04-13,5200,COGS - Platform Fees,COGS,-1033.67
2025-04-14,5000,COGS - Merchandise,COGS,-8903.29
2025-04-14,5100,COGS - Shipping,COGS,-835.82
2025-04-14,5200,COGS - Platform Fees,COGS,-1002.57
2025-04-14,4000,Revenue,Revenue,16037.49
2025-04-15,4000,Revenue,Revenue,11306.29
2025-04-15,5000,COGS - Merchandise,COGS,-6095.59
2025-04-15,5100,COGS - Shipping,COGS,-683.23
2025-04-15,5200,COGS - Platform Fees,COGS,-689.7
2025-04-16,4000,Revenue,Revenue,13727.26
2025-04-16,5200,COGS - Platform Fees,COGS,-833.52
2025-04-16,5100,COGS - Shipping,COGS,-737.35
2025-04-16,5000,COGS - Merchandise,COGS,-7685.02
2025-04-17,5100,COGS - Shipping,COGS,-714.77
2025-04-17,5200,COGS - Platform Fees,COGS,-780.28
2025-04-17,4000,Revenue,Revenue,11847.36
2025-04-17,5000,COGS - Merchandise,COGS,-6467.97
2025-04-18,4000,Revenue,Revenue,11062.1
2025-04-18,5000,COGS - Merchandise,COGS,-5858.84
2025-04-18,5100,COGS - Shipping,COGS,-665.55
2025-04-18,5200,COGS - Platform Fees,COGS,-708.6
2025-04-19,5000,COGS - Merchandise,COGS,-8631.97
2025-04-19,5100,COGS - Shipping,COGS,-955.94
2025-04-19,5200,COGS - Platform Fees,COGS,-972.72
2025-04-19,4000,Revenue,Revenue,15512.7
2025-04-20,4000,Revenue,Revenue,11041.9
2025-04-20,5000,COGS - Merchandise,COGS,-6150.58
2025-04-20,5100,COGS - Shipping,COGS,-591.39
2025-04-20,5200,COGS - Platform Fees,COGS,-853.7
2025-04-21,5200,COGS - Platform Fees,COGS,-914.83
2025-04-21,5100,COGS - Shipping,COGS,-763.48
2025-04-21,4000,Revenue,Revenue,14458.96
2025-04-21,5000,COGS - Merchandise,COGS,-8260.22
2025-04-22,5000,COGS - Merchandise,COGS,-7658.9
2025-04-22,5100,COGS - Shipping,COGS,-850.32
2025-04-22,5200,COGS - Platform Fees,COGS,-960.29
2025-04-22,4000,Revenue,Revenue,14181.2
2025-04-23,5000,COGS - Merchandise,COGS,-6778.72
2025-04-23,5200,COGS - Platform Fees,COGS,-878.79
2025-04-23,4000,Revenue,Revenue,12185.19
2025-04-23,5100,COGS - Shipping,COGS,-681.83
2025-04-24,4000,Revenue,Revenue,12029.28
2025-04-24,5000,COGS - Merchandise,COGS,-6847.22
2025-04-24,5100,COGS - Shipping,COGS,-632.11
2025-04-24,5200,COGS - Platform Fees,COGS,-864.34
2025-04-25,5100,COGS - Shipping,COGS,-592.08
2025-04-25,5000,COGS - Merchandise,COGS,-5290.39
2025-04-25,4000,Revenue,Revenue,9759.6
2025-04-25,5200,COGS - Platform Fees,COGS,-636.12
2025-04-26,4000,Revenue,Revenue,12922.38
2025-04-26,5000,COGS - Merchandise,COGS,-6763.73
2025-04-26,5100,COGS - Shipping,COGS,-784.25
2025-04-26,5200,COGS - Platform Fees,COGS,-744.55
2025-04-27,4000,Revenue,Revenue,13320.24
2025-04-27,5000,COGS - Merchandise,COGS,-7378.33
2025-04-27,5200,COGS - Platform Fees,COGS,-813.88
2025-04-27,5100,COGS - Shipping,COGS,-772.53
2025-04-28,5100,COGS - Shipping,COGS,-821.63
2025-04-28,4000,Revenue,Revenue,13634.48
2025-04-28,5000,COGS - Merchandise,COGS,-7244.2
2025-04-28,5200,COGS - Platform Fees,COGS,-893.78
2025-04-29,5000,COGS - Merchandise,COGS,-6036.24
2025-04-29,5100,COGS - Shipping,COGS,-695.6
2025-04-29,5200,COGS - Platform Fees,COGS,-720.46
2025-04-29,4000,Revenue,Revenue,11263.93
2025-04-30,4000,Revenue,Revenue,11641.95
2025-04-30,5000,COGS - Merchandise,COGS,-6546.2
2025-04-30,6000,OPEX - Advertising,OPEX,-34967.23
2025-04-30,6200,OPEX - Rent,OPEX,-6415.08
2025-04-30,6300,OPEX - Utilities,OPEX,-1046.35
2025-04-30,6350,OPEX - Tools & SaaS,OPEX,-1008.93
2025-04-30,6400,OPEX - Logistics Overhead,OPEX,-1873.98
2025-04-30,5100,COGS - Shipping,COGS,-625.07
2025-04-30,5200,COGS - Platform Fees,COGS,-736.66
2025-04-30,8000,Taxes - Income/Turnover,Taxes,-29680.47
2025-04-30,6100,OPEX - Salaries,OPEX,-36296.18
2025-05-01,5200,COGS - Platform Fees,COGS,-660.49
2025-05-01,4000,Revenue,Revenue,12350.92
2025-05-01,5000,COGS - Merchandise,COGS,-6811.73
2025-05-01,5100,COGS - Shipping,COGS,-704.37
2025-05-02,5000,COGS - Merchandise,COGS,-6332.04
2025-05-02,4000,Revenue,Revenue,11586.91
2025-05-02,5100,COGS - Shipping,COGS,-615.08
2025-05-02,5200,COGS - Platform Fees,COGS,-647.95
2025-05-03,5100,COGS - Shipping,COGS,-692.12
2025-05-03,5000,COGS - Merchandise,COGS,-5711.17
2025-05-03,5200,COGS - Platform Fees,COGS,-650.63
2025-05-03,4000,Revenue,Revenue,10660.27
2025-05-04,5100,COGS - Shipping,COGS,-697.73
2025-05-04,5200,COGS - Platform Fees,COGS,-725.13
2025-05-04,4000,Revenue,Revenue,11894.88
2025-05-04,5000,COGS - Merchandise,COGS,-6533.86
2025-05-05,4000,Revenue,Revenue,13390.73
2025-05-05,5000,COGS - Merchandise,COGS,-7404.74
2025-05-05,5100,COGS - Shipping,COGS,-732.82
2025-05-05,5200,COGS - Platform Fees,COGS,-776.19
2025-05-06,5200,COGS - Platform Fees,COGS,-819.88
2025-05-06,4000,Revenue,Revenue,11589.51
2025-05-06,5100,COGS - Shipping,COGS,-748.93
2025-05-06,5000,COGS - Merchandise,COGS,-6071.12
2025-05-07,4000,Revenue,Revenue,11932.28
2025-05-07,5000,COGS - Merchandise,COGS,-6565.7
2025-05-07,5100,COGS - Shipping,COGS,-697.93
2025-05-07,5200,COGS - Platform Fees,COGS,-636.28
2025-05-08,4000,Revenue,Revenue,10673.9
2025-05-08,5000,COGS - Merchandise,COGS,-6175.87
2025-05-08,5100,COGS - Shipping,COGS,-570.11
2025-05-08,5200,COGS - Platform Fees,COGS,-665.61
2025-05-09,5000,COGS - Merchandise,COGS,-5897.23
2025-05-09,4000,Revenue,Revenue,10836.82
2025-05-09,5200,COGS - Platform Fees,COGS,-663.36
2025-05-09,5100,COGS - Shipping,COGS,-683.06
2025-05-10,4000,Revenue,Revenue,13713.78
2025-05-10,5000,COGS - Merchandise,COGS,-7283.77
2025-05-10,5100,COGS - Shipping,COGS,-816.32
2025-05-10,5200,COGS - Platform Fees,COGS,-945.79
2025-05-11,5200,COGS - Platform Fees,COGS,-620.31
2025-05-11,5000,COGS - Merchandise,COGS,-5975.2
2025-05-11,4000,Revenue,Revenue,10939.85
2025-05-11,5100,COGS - Shipping,COGS,-605.83
2025-05-12,5000,COGS - Merchandise,COGS,-6316.2
2025-05-12,5100,COGS - Shipping,COGS,-692.43
2025-05-12,5200,COGS - Platform Fees,COGS,-688.22
2025-05-12,4000,Revenue,Revenue,11766.43
2025-05-13,4000,Revenue,Revenue,13563.23
2025-05-13,5000,COGS - Merchandise,COGS,-7580.6
2025-05-13,5100,COGS - Shipping,COGS,-759.96
2025-05-13,5200,COGS - Platform Fees,COGS,-705.73
2025-05-14,5100,COGS - Shipping,COGS,-782.87
2025-05-14,4000,Revenue,Revenue,12418.98
2025-05-14,5200,COGS - Platform Fees,COGS,-728.22
2025-05-14,5000,COGS - Merchandise,COGS,-6732.35
2025-05-15,4000,Revenue,Revenue,11236.06
2025-05-15,5000,COGS - Merchandise,COGS,-6024.59
2025-05-15,5100,COGS - Shipping,COGS,-651.83
2025-05-15,5200,COGS - Platform Fees,COGS,-619.4
2025-05-16,4000,Revenue,Revenue,12586.94
2025-05-16,5000,COGS - Merchandise,COGS,-6818.5
2025-05-16,5100,COGS - Shipping,COGS,-726.85
2025-05-16,5200,COGS - Platform Fees,COGS,-802.65
2025-05-17,5200,COGS - Platform Fees,COGS,-830.12
2025-05-17,4000,Revenue,Revenue,12061.84
2025-05-17,5000,COGS - Merchandise,COGS,-6596.74
2025-05-17,5100,COGS - Shipping,COGS,-646.98
2025-05-18,5000,COGS - Merchandise,COGS,-6007.96
2025-05-18,5100,COGS - Shipping,COGS,-636.62
2025-05-18,5200,COGS - Platform Fees,COGS,-681.55
2025-05-18,4000,Revenue,Revenue,10918.1
2025-05-19,5200,COGS - Platform Fees,COGS,-856.16
2025-05-19,4000,Revenue,Revenue,13741.88
2025-05-19,5000,COGS - Merchandise,COGS,-7583.89
2025-05-19,5100,COGS - Shipping,COGS,-798.98
2025-05-20,4000,Revenue,Revenue,12162.86
2025-05-20,5000,COGS - Merchandise,COGS,-6705.03
2025-05-20,5100,COGS - Shipping,COGS,-667.87
2025-05-20,5200,COGS - Platform Fees,COGS,-801.39
2025-05-21,4000,Revenue,Revenue,13294.25
2025-05-21,5000,COGS - Merchandise,COGS,-7016.16
