Date,Type,Category,Amount,EndingCash
2025-03-20,Inflow,Sales Payout T+7,8776.11,213998.86000000007
2025-03-21,Outflow,Suppliers (COGS+Shipping),-53651.16,172399.18000000005
2025-03-21,Inflow,Sales Payout T+1,2642.18,172399.18000000005
2025-03-21,Inflow,Sales Payout T+7,9409.3,172399.18000000005
2025-03-22,Inflow,Sales Payout T+1,2609.51,183912.49000000008
2025-03-22,Inflow,Sales Payout T+7,8903.8,183912.49000000008
2025-03-23,Inflow,Sales Payout T+1,2815.38,196421.27000000008
2025-03-23,Inflow,Sales Payout T+7,9693.4,196421.27000000008
2025-03-24,Inflow,Sales Payout T+1,2769.08,208171.15000000008
2025-03-24,Inflow,Sales Payout T+7,8980.8,208171.15000000008
2025-03-25,Inflow,Sales Payout T+1,2796.36,220657.9800000001
2025-03-25,Inflow,Sales Payout T+7,11627.87,220657.9800000001
2025-03-25,Outflow,OPEX - Logistics Overhead,-1937.4,220657.9800000001
2025-03-26,Inflow,Sales Payout T+1,2262.99,230031.7800000001
2025-03-26,Inflow,Sales Payout T+7,7110.81,230031.7800000001
2025-03-27,Inflow,Sales Payout T+7,10568.73,243357.30000000008
2025-03-27,Inflow,Sales Payout T+1,2756.79,243357.30000000008
2025-03-28,Inflow,Sales Payout T+1,2889.69,199600.93000000008
2025-03-28,Inflow,Sales Payout T+7,10438.04,199600.93000000008
2025-03-28,Outflow,Suppliers (COGS+Shipping),-57084.1,199600.93000000008
2025-03-29,Inflow,Sales Payout T+1,2585.53,213447.99000000008
2025-03-29,Inflow,Sales Payout T+7,11261.53,213447.99000000008
2025-03-30,Inflow,Sales Payout T+1,2315.69,208292.76000000007
2025-03-30,Inflow,Sales Payout T+7,11076.33,208292.76000000007
2025-03-30,Outflow,Advertising,-18547.250000000004,208292.76000000007
2025-03-31,Inflow,Sales Payout T+7,11185.46,222080.76000000007
2025-03-31,Inflow,Sales Payout T+1,2602.54,222080.76000000007
2025-04-01,Inflow,Sales Payout T+7,9051.95,190977.53000000006
2025-04-01,Outflow,OPEX - Rent,-6415.08,190977.53000000006
2025-04-01,Inflow,Sales Payout T+1,2556.08,190977.53000000006
2025-04-01,Outflow,OPEX - Salaries,-36296.18,190977.53000000006
2025-04-02,Inflow,Sales Payout T+7,11027.16,204164.80000000005
2025-04-02,Inflow,Sales Payout T+1,2160.11,204164.80000000005
2025-04-03,Inflow,Sales Payout T+1,2987.86,218711.43000000005
2025-04-03,Inflow,Sales Payout T+7,11558.77,218711.43000000005
2025-04-04,Inflow,Sales Payout T+1,2123.81,172044.98000000004
2025-04-04,Inflow,Sales Payout T+7,10342.11,172044.98000000004
2025-04-04,Outflow,Suppliers (COGS+Shipping),-59132.37,172044.98000000004
2025-04-05,Inflow,Sales Payout T+1,2287.56,183595.28000000003
2025-04-05,Inflow,Sales Payout T+7,9262.74,183595.28000000003
2025-04-06,Inflow,Sales Payout T+1,2082.97,196088.41000000003
2025-04-06,Inflow,Sales Payout T+7,10410.16,196088.41000000003
2025-04-07,Inflow,Sales Payout T+1,2932.91,209245.65000000002
2025-04-07,Inflow,Sales Payout T+7,10224.33,209245.65000000002
2025-04-08,Inflow,Sales Payout T+7,8640.44,219943.05000000002
2025-04-08,Inflow,Sales Payout T+1,2056.96,219943.05000000002
2025-04-09,Inflow,Sales Payout T+1,2295.93,234190.41000000003
2025-04-09,Inflow,Sales Payout T+7,11951.43,234190.41000000003
2025-04-10,Inflow,Sales Payout T+1,2416.29,244092.99000000002
2025-04-10,Inflow,Sales Payout T+7,8495.22,244092.99000000002
2025-04-10,Outflow,OPEX - Tools & SaaS,-1008.93,244092.99000000002
2025-04-11,Inflow,Sales Payout T+1,2018.69,199585.69
2025-04-11,Inflow,Sales Payout T+7,9150.24,199585.69
2025-04-11,Outflow,Suppliers (COGS+Shipping),-55676.23,199585.69
2025-04-12,Inflow,Sales Payout T+1,2440.93,210358.49
2025-04-12,Inflow,Sales Payout T+7,8331.87,210358.49
2025-04-13,Inflow,Sales Payout T+7,11731.62,224948.0
2025-04-13,Inflow,Sales Payout T+1,2857.89,224948.0
2025-04-14,Inflow,Sales Payout T+7,8227.85,236241.19
2025-04-14,Inflow,Sales Payout T+1,3065.34,236241.19
2025-04-15,Inflow,Sales Payout T+1,3006.98,204979.85
2025-04-15,Inflow,Sales Payout T+7,9183.72,204979.85
2025-04-15,Outflow,Advertising,-17483.62,204979.85
2025-04-15,Outflow,Taxes,-25968.42,204979.85
2025-04-16,Inflow,Sales Payout T+1,2123.32,216768.35
2025-04-16,Inflow,Sales Payout T+7,9665.18,216768.35
2025-04-17,Inflow,Sales Payout T+1,2578.75,227421.85
2025-04-17,Inflow,Sales Payout T+7,8074.75,227421.85
2025-04-18,Inflow,Sales Payout T+1,2213.42,184336.91
2025-04-18,Inflow,Sales Payout T+7,9763.73,184336.91
2025-04-18,Outflow,Suppliers (COGS+Shipping),-55062.09,184336.91
2025-04-19,Inflow,Sales Payout T+7,11431.56,197839.17
2025-04-19,Inflow,Sales Payout T+1,2070.7,197839.17
2025-04-20,Inflow,Sales Payout T+1,2908.0,211962.19
2025-04-20,Inflow,Sales Payout T+7,12261.37,211962.19
2025-04-20,Outflow,OPEX - Utilities,-1046.35,211962.19
2025-04-21,Inflow,Sales Payout T+1,2037.64,226027.77
2025-04-21,Inflow,Sales Payout T+7,12027.94,226027.77
2025-04-22,Inflow,Sales Payout T+1,2708.83,237229.87
2025-04-22,Inflow,Sales Payout T+7,8493.27,237229.87
2025-04-23,Inflow,Sales Payout T+1,2644.18,250189.04
2025-04-23,Inflow,Sales Payout T+7,10314.99,250189.04
2025-04-24,Inflow,Sales Payout T+1,2261.28,261303.98
2025-04-24,Inflow,Sales Payout T+7,8853.66,261303.98
2025-04-25,Outflow,Suppliers (COGS+Shipping),-54977.31,214968.48
2025-04-25,Outflow,OPEX - Logistics Overhead,-1873.98,214968.48
2025-04-25,Inflow,Sales Payout T+7,8282.8,214968.48
2025-04-25,Inflow,Sales Payout T+1,2232.99,214968.48
2025-04-26,Inflow,Sales Payout T+1,1824.7,228425.16
2025-04-26,Inflow,Sales Payout T+7,11631.98,228425.16
2025-04-27,Inflow,Sales Payout T+1,2435.57,239011.29
2025-04-27,Inflow,Sales Payout T+7,8150.56,239011.29
2025-04-28,Inflow,Sales Payout T+1,2501.27,252347.86000000002
2025-04-28,Inflow,Sales Payout T+7,10835.3,252347.86000000002
2025-04-29,Inflow,Sales Payout T+1,2548.14,265472.73
2025-04-29,Inflow,Sales Payout T+7,10576.73,265472.73
2025-04-30,Inflow,Sales Payout T+1,2108.69,259142.93
2025-04-30,Inflow,Sales Payout T+7,9045.12,259142.93
2025-04-30,Outflow,Advertising,-17483.610000000004,259142.93
2025-05-01,Outflow,OPEX - Salaries,-36254.23,227615.12
2025-05-01,Outflow,OPEX - Rent,-6386.59,227615.12
2025-05-01,Inflow,Sales Payout T+1,2181.06,227615.12
2025-05-01,Inflow,Sales Payout T+7,8931.95,227615.12
2025-05-02,Inflow,Sales Payout T+1,2338.09,183197.88
2025-05-02,Inflow,Sales Payout T+7,7298.78,183197.88
2025-05-02,Outflow,Suppliers (COGS+Shipping),-54054.11,183197.88
2025-05-03,Inflow,Sales Payout T+1,2187.79,195127.93
2025-05-03,Inflow,Sales Payout T+7,9742.26,195127.93
2025-05-04,Inflow,Sales Payout T+1,2001.93,207134.94999999998
2025-05-04,Inflow,Sales Payout T+7,10005.09,207134.94999999998
2025-05-05,Inflow,Sales Payout T+1,2233.95,219561.46
2025-05-05,Inflow,Sales Payout T+7,10192.56,219561.46
2025-05-06,Inflow,Sales Payout T+7,8434.78,230519.15
2025-05-06,Inflow,Sales Payout T+1,2522.91,230519.15
2025-05-07,Inflow,Sales Payout T+1,2153.93,241397.31
2025-05-07,Inflow,Sales Payout T+7,8724.23,241397.31
2025-05-08,Inflow,Sales Payout T+1,2259.2,253008.85
2025-05-08,Inflow,Sales Payout T+7,9352.34,253008.85
2025-05-09,Inflow,Sales Payout T+1,2001.66,213694.64
2025-05-09,Inflow,Sales Payout T+7,8751.17,213694.64
2025-05-09,Outflow,Suppliers (COGS+Shipping),-50067.04,213694.64
2025-05-10,Inflow,Sales Payout T+1,2034.69,222768.16
2025-05-10,Inflow,Sales Payout T+7,8007.71,222768.16
2025-05-10,Outflow,OPEX - Tools & SaaS,-968.88,222768.16
2025-05-11,Inflow,Sales Payout T+1,2553.6,234257.56
2025-05-11,Inflow,Sales Payout T+7,8935.8,234257.56
2025-05-12,Inflow,Sales Payout T+7,10091.63,246413.1
2025-05-12,Inflow,Sales Payout T+1,2063.91,246413.1
2025-05-13,Inflow,Sales Payout T+1,2215.64,257244.44
2025-05-13,Inflow,Sales Payout T+7,8615.7,257244.44
2025-05-14,Inflow,Sales Payout T+1,2571.5,268852.74
2025-05-14,Inflow,Sales Payout T+7,9036.8,268852.74
2025-05-15,Inflow,Sales Payout T+1,2338.15,236051.88999999998
2025-05-15,Inflow,Sales Payout T+7,8006.63,236051.88999999998
2025-05-15,Outflow,Advertising,-13465.16,236051.88999999998
2025-05-15,Outflow,Taxes,-29680.47,236051.88999999998
2025-05-16,Inflow,Sales Payout T+7,8138.77,196085.36
2025-05-16,Outflow,Suppliers (COGS+Shipping),-50228.63,196085.36
2025-05-16,Inflow,Sales Payout T+1,2123.33,196085.36
2025-05-17,Inflow,Sales Payout T+7,10214.39,208656.61
2025-05-17,Inflow,Sales Payout T+1,2356.86,208656.61
2025-05-18,Inflow,Sales Payout T+1,2246.34,219158.58
2025-05-18,Inflow,Sales Payout T+7,8255.63,219158.58
2025-05-19,Inflow,Sales Payout T+1,2047.31,230068.46
2025-05-19,Inflow,Sales Payout T+7,8862.57,230068.46
2025-05-20,Inflow,Sales Payout T+1,2577.14,241801.53
2025-05-20,Inflow,Sales Payout T+7,10286.0,241801.53
2025-05-20,Outflow,OPEX - Utilities,-1130.07,241801.53
2025-05-21,Inflow,Sales Payout T+1,2272.29,253426.43
2025-05-21,Inflow,Sales Payout T+7,9352.61,253426.43
2025-05-22,Inflow,Sales Payout T+1,2505.63,264425.39
2025-05-22,Inflow,Sales Payout T+7,8493.33,264425.39
2025-05-23,Outflow,Suppliers (COGS+Shipping),-50974.48,224722.33
2025-05-23,Inflow,Sales Payout T+7,9427.43,224722.33
2025-05-23,Inflow,Sales Payout T+1,1843.99,224722.33
2025-05-24,Inflow,Sales Payout T+1,2531.73,236239.43999999997
2025-05-24,Inflow,Sales Payout T+7,8985.38,236239.43999999997
2025-05-25,Inflow,Sales Payout T+1,2402.54,244948.68999999997
2025-05-25,Inflow,Sales Payout T+7,8189.24,244948.68999999997
2025-05-25,Outflow,OPEX - Logistics Overhead,-1882.53,244948.68999999997
2025-05-26,Inflow,Sales Payout T+1,2423.88,257681.14999999997
2025-05-26,Inflow,Sales Payout T+7,10308.58,257681.14999999997
2025-05-27,Inflow,Sales Payout T+1,2245.84,269016.1699999999
2025-05-27,Inflow,Sales Payout T+7,9089.18,269016.1699999999
2025-05-28,Inflow,Sales Payout T+1,2757.31,281795.99
2025-05-28,Inflow,Sales Payout T+7,10022.51,281795.99
2025-05-29,Inflow,Sales Payout T+7,7375.98,290957.0399999999
2025-05-29,Inflow,Sales Payout T+1,1785.07,290957.0399999999
2025-05-30,Inflow,Sales Payout T+1,1786.59,236473.89999999997
2025-05-30,Inflow,Sales Payout T+7,10126.93,236473.89999999997
2025-05-30,Outflow,Advertising,-13465.150000000001,236473.89999999997
2025-05-30,Outflow,Suppliers (COGS+Shipping),-52931.51,236473.89999999997
2025-05-31,Inflow,Sales Payout T+1,1825.72,247909.79999999996
2025-05-31,Inflow,Sales Payout T+7,9610.18,247909.79999999996
2025-06-01,Inflow,Sales Payout T+1,1808.74,215253.45999999996
2025-06-01,Inflow,Sales Payout T+7,9695.54,215253.45999999996
2025-06-01,Outflow,OPEX - Rent,-6271.76,215253.45999999996
2025-06-01,Outflow,OPEX - Salaries,-37888.86,215253.45999999996
2025-06-02,Inflow,Sales Payout T+1,2674.27,226911.07999999996
2025-06-02,Inflow,Sales Payout T+7,8983.35,226911.07999999996
2025-06-03,Inflow,Sales Payout T+7,11029.25,239541.07999999996
2025-06-03,Inflow,Sales Payout T+1,1600.75,239541.07999999996
2025-06-04,Inflow,Sales Payout T+1,2354.42,249035.78999999995
2025-06-04,Inflow,Sales Payout T+7,7140.29,249035.78999999995
2025-06-05,Inflow,Sales Payout T+1,3032.59,259214.72999999995
2025-06-05,Inflow,Sales Payout T+7,7146.35,259214.72999999995
2025-06-06,Inflow,Sales Payout T+1,1938.52,220882.08999999997
2025-06-06,Inflow,Sales Payout T+7,7302.86,220882.08999999997
2025-06-06,Outflow,Suppliers (COGS+Shipping),-47574.02,220882.08999999997
2025-06-07,Inflow,Sales Payout T+1,2175.32,230292.38999999996
2025-06-07,Inflow,Sales Payout T+7,7234.98,230292.38999999996
2025-06-08,Inflow,Sales Payout T+7,10697.09,243318.77999999997
2025-06-08,Inflow,Sales Payout T+1,2329.3,243318.77999999997
2025-06-09,Inflow,Sales Payout T+7,6403.0,252628.33999999997
2025-06-09,Inflow,Sales Payout T+1,2906.56,252628.33999999997
2025-06-10,Inflow,Sales Payout T+1,2006.97,263074.76999999996
2025-06-10,Inflow,Sales Payout T+7,9417.7,263074.76999999996
2025-06-10,Outflow,OPEX - Tools & SaaS,-978.24,263074.76999999996
2025-06-11,Inflow,Sales Payout T+1,2507.51,277712.63999999996
2025-06-11,Inflow,Sales Payout T+7,12130.36,277712.63999999996
2025-06-12,Inflow,Sales Payout T+1,1844.83,287311.5399999999
2025-06-12,Inflow,Sales Payout T+7,7754.07,287311.5399999999
2025-06-13,Inflow,Sales Payout T+1,2121.22,245917.18999999994
2025-06-13,Inflow,Sales Payout T+7,8701.28,245917.18999999994
2025-06-13,Outflow,Suppliers (COGS+Shipping),-52216.85,245917.18999999994
2025-06-14,Inflow,Sales Payout T+1,2080.03,257314.41999999995
2025-06-14,Inflow,Sales Payout T+7,9317.2,257314.41999999995
2025-06-15,Outflow,Taxes,-26332.47,226883.10999999996
2025-06-15,Outflow,Advertising,-18005.54,226883.10999999996
2025-06-15,Inflow,Sales Payout T+1,2280.48,226883.10999999996
2025-06-15,Inflow,Sales Payout T+7,11626.22,226883.10999999996
2025-06-16,Inflow,Sales Payout T+1,2308.17,237219.17999999996
2025-06-16,Inflow,Sales Payout T+7,8027.9,237219.17999999996
2025-06-17,Inflow,Sales Payout T+1,2597.5,249846.70999999996
2025-06-17,Inflow,Sales Payout T+7,10030.03,249846.70999999996
2025-06-18,Inflow,Sales Payout T+1,2148.3,259374.30999999997
2025-06-18,Inflow,Sales Payout T+7,7379.3,259374.30999999997
2025-06-19,Inflow,Sales Payout T+1,1977.01,269836.17999999993
2025-06-19,Inflow,Sales Payout T+7,8484.86,269836.17999999993
2025-06-20,Outflow,Suppliers (COGS+Shipping),-48927.06,230258.55999999997
2025-06-20,Outflow,OPEX - Utilities,-1285.3,230258.55999999997
2025-06-20,Inflow,Sales Payout T+7,8320.14,230258.55999999997
2025-06-20,Inflow,Sales Payout T+1,2314.6,230258.55999999997
2025-06-21,Inflow,Sales Payout T+1,2532.4,241912.89999999997
2025-06-21,Inflow,Sales Payout T+7,9121.94,241912.89999999997
2025-06-22,Inflow,Sales Payout T+1,2430.46,253576.01999999996
2025-06-22,Inflow,Sales Payout T+7,9232.66,253576.01999999996
2025-06-23,Inflow,Sales Payout T+1,2678.02,266644.0399999999
2025-06-23,Inflow,Sales Payout T+7,10390.0,266644.0399999999
2025-06-24,Inflow,Sales Payout T+1,2062.28,277299.5399999999
2025-06-24,Inflow,Sales Payout T+7,8593.22,277299.5399999999
2025-06-25,Inflow,Sales Payout T+7,7908.02,285415.01999999996
2025-06-25,Outflow,OPEX - Logistics Overhead,-1836.77,285415.01999999996
2025-06-25,Inflow,Sales Payout T+1,2044.23,285415.01999999996
2025-06-26,Inflow,Sales Payout T+1,2583.85,297257.25
2025-06-26,Inflow,Sales Payout T+7,9258.38,297257.25
2025-06-27,Inflow,Sales Payout T+1,2601.04,256210.16999999998
2025-06-27,Inflow,Sales Payout T+7,10129.62,256210.16999999998
2025-06-27,Outflow,Suppliers (COGS+Shipping),-53777.74,256210.16999999998
2025-06-28,Inflow,Sales Payout T+1,2137.52,268069.51
2025-06-28,Inflow,Sales Payout T+7,9721.82,268069.51
2025-06-29,Inflow,Sales Payout T+1,3519.87,282301.48
2025-06-29,Inflow,Sales Payout T+7,10712.1,282301.48
2025-06-30,Inflow,Sales Payout T+7,8249.13,275049.1
2025-06-30,Inflow,Sales Payout T+1,2504.03,275049.1
2025-06-30,Outflow,Advertising,-18005.54,275049.1
2025-07-01,Outflow,OPEX - Salaries,-37975.18,241172.03999999998
2025-07-01,Outflow,OPEX - Rent,-6513.64,241172.03999999998
2025-07-01,Inflow,Sales Payout T+7,8176.9,241172.03999999998
2025-07-01,Inflow,Sales Payout T+1,2434.86,241172.03999999998
2025-07-02,Inflow,Sales Payout T+1,2073.66,253581.09999999998
2025-07-02,Inflow,Sales Payout T+7,10335.4,253581.09999999998
2025-07-03,Inflow,Sales Payout T+1,2207.7,266192.97
2025-07-03,Inflow,Sales Payout T+7,10404.17,266192.97
2025-07-04,Inflow,Sales Payout T+1,2267.71,220812.20999999996
2025-07-04,Inflow,Sales Payout T+7,8550.09,220812.20999999996
2025-07-04,Outflow,Suppliers (COGS+Shipping),-56198.56,220812.20999999996
2025-07-05,Inflow,Sales Payout T+1,2378.58,237270.28999999998
2025-07-05,Inflow,Sales Payout T+7,14079.5,237270.28999999998
2025-07-06,Inflow,Sales Payout T+1,2677.74,249964.16999999998
2025-07-06,Inflow,Sales Payout T+7,10016.14,249964.16999999998
2025-07-07,Inflow,Sales Payout T+7,9739.43,261487.68
2025-07-07,Inflow,Sales Payout T+1,1784.08,261487.68
2025-07-08,Inflow,Sales Payout T+1,1850.12,271632.43
2025-07-08,Inflow,Sales Payout T+7,8294.63,271632.43
2025-07-09,Inflow,Sales Payout T+1,1964.58,282427.8
2025-07-09,Inflow,Sales Payout T+7,8830.79,282427.8
2025-07-10,Inflow,Sales Payout T+1,2426.03,293167.05
2025-07-10,Inflow,Sales Payout T+7,9070.85,293167.05
2025-07-10,Outflow,OPEX - Tools & SaaS,-757.63,293167.05
2025-07-11,Inflow,Sales Payout T+1,1714.83,253299.06999999998
2025-07-11,Inflow,Sales Payout T+7,9514.34,253299.06999999998
2025-07-11,Outflow,Suppliers (COGS+Shipping),-51097.15,253299.06999999998
2025-07-12,Inflow,Sales Payout T+7,10710.95,266360.8
2025-07-12,Inflow,Sales Payout T+1,2350.78,266360.8
2025-07-13,Inflow,Sales Payout T+7,7136.32,276089.23
2025-07-13,Inflow,Sales Payout T+1,2592.11,276089.23
2025-07-14,Inflow,Sales Payout T+1,2043.67,285533.38
2025-07-14,Inflow,Sales Payout T+7,7400.48,285533.38
2025-07-15,Inflow,Sales Payout T+1,2078.44,249565.78999999998
2025-07-15,Inflow,Sales Payout T+7,7858.33,249565.78999999998
2025-07-15,Outflow,Advertising,-17162.86,249565.78999999998
2025-07-15,Outflow,Taxes,-28741.5,249565.78999999998
2025-07-16,Inflow,Sales Payout T+1,3041.87,262311.79
2025-07-16,Inflow,Sales Payout T+7,9704.13,262311.79
2025-07-17,Inflow,Sales Payout T+1,2230.41,271401.54
2025-07-17,Inflow,Sales Payout T+7,6859.34,271401.54
2025-07-18,Inflow,Sales Payout T+7,9403.11,235387.68999999997
2025-07-18,Outflow,Suppliers (COGS+Shipping),-47860.95,235387.68999999997
2025-07-18,Inflow,Sales Payout T+1,2443.99,235387.68999999997
2025-07-19,Inflow,Sales Payout T+1,2316.38,248072.51999999996
2025-07-19,Inflow,Sales Payout T+7,10368.45,248072.51999999996
2025-07-20,Inflow,Sales Payout T+1,2399.64,257475.79999999996
2025-07-20,Inflow,Sales Payout T+7,8174.66,257475.79999999996
2025-07-20,Outflow,OPEX - Utilities,-1171.02,257475.79999999996
2025-07-21,Inflow,Sales Payout T+1,2704.05,268493.61
2025-07-21,Inflow,Sales Payout T+7,8313.76,268493.61
2025-07-22,Inflow,Sales Payout T+1,2075.27,282736.35
2025-07-22,Inflow,Sales Payout T+7,12167.47,282736.35
2025-07-23,Inflow,Sales Payout T+7,8921.62,293691.50999999995
2025-07-23,Inflow,Sales Payout T+1,2033.54,293691.50999999995
2025-07-24,Inflow,Sales Payout T+7,9775.94,305774.75999999995
2025-07-24,Inflow,Sales Payout T+1,2307.31,305774.75999999995
2025-07-25,Inflow,Sales Payout T+1,2521.16,260331.93999999994
2025-07-25,Inflow,Sales Payout T+7,9265.52,260331.93999999994
2025-07-25,Outflow,OPEX - Logistics Overhead,-1564.73,260331.93999999994
2025-07-25,Outflow,Suppliers (COGS+Shipping),-55664.77,260331.93999999994
2025-07-26,Inflow,Sales Payout T+1,2324.43,272254.92999999993
2025-07-26,Inflow,Sales Payout T+7,9598.56,272254.92999999993
2025-07-27,Inflow,Sales Payout T+1,2218.24,285289.3899999999
2025-07-27,Inflow,Sales Payout T+7,10816.22,285289.3899999999
2025-07-28,Inflow,Sales Payout T+1,2629.06,296219.54999999993
2025-07-28,Inflow,Sales Payout T+7,8301.1,296219.54999999993
2025-07-29,Inflow,Sales Payout T+7,8134.16,306755.04999999993
2025-07-29,Inflow,Sales Payout T+1,2401.34,306755.04999999993
2025-07-30,Inflow,Sales Payout T+1,2250.51,301071.92999999993
2025-07-30,Inflow,Sales Payout T+7,9229.23,301071.92999999993
2025-07-30,Outflow,Advertising,-17162.86,301071.92999999993
2025-07-31,Inflow,Sales Payout T+1,2111.94,313268.48999999993
2025-07-31,Inflow,Sales Payout T+7,10084.62,313268.48999999993
2025-08-01,Inflow,Sales Payout T+1,2419.27,228115.75999999995
2025-08-01,Inflow,Sales Payout T+7,9297.74,228115.75999999995
2025-08-01,Outflow,OPEX - Rent,-6388.61,228115.75999999995
2025-08-01,Outflow,OPEX - Salaries,-38545.64,228115.75999999995
2025-08-01,Outflow,Suppliers (COGS+Shipping),-51935.49,228115.75999999995
2025-08-02,Inflow,Sales Payout T+1,2229.44,239218.15999999995
2025-08-02,Inflow,Sales Payout T+7,8872.96,239218.15999999995
2025-08-03,Inflow,Sales Payout T+7,10516.23,251561.63999999996
2025-08-03,Inflow,Sales Payout T+1,1827.25,251561.63999999996
2025-08-04,Inflow,Sales Payout T+1,2244.76,263411.77999999997
2025-08-04,Inflow,Sales Payout T+7,9605.38,263411.77999999997
2025-08-05,Inflow,Sales Payout T+1,2454.15,274867.99
2025-08-05,Inflow,Sales Payout T+7,9002.06,274867.99
2025-08-06,Inflow,Sales Payout T+1,2639.13,285954.87
2025-08-06,Inflow,Sales Payout T+7,8447.75,285954.87
2025-08-07,Inflow,Sales Payout T+1,2080.19,297712.14999999997
2025-08-07,Inflow,Sales Payout T+7,9677.09,297712.14999999997
2025-08-08,Inflow,Sales Payout T+1,1875.59,258551.66999999995
2025-08-08,Inflow,Sales Payout T+7,8917.76,258551.66999999995
2025-08-08,Outflow,Suppliers (COGS+Shipping),-49953.83,258551.66999999995
2025-08-09,Inflow,Sales Payout T+7,7308.98,268247.85
2025-08-09,Inflow,Sales Payout T+1,2387.2,268247.85
2025-08-10,Inflow,Sales Payout T+1,2035.65,278240.26999999996
2025-08-10,Inflow,Sales Payout T+7,8979.04,278240.26999999996
2025-08-10,Outflow,OPEX - Tools & SaaS,-1022.27,278240.26999999996
2025-08-11,Inflow,Sales Payout T+1,2469.85,290526.73
2025-08-11,Inflow,Sales Payout T+7,9816.61,290526.73
2025-08-12,Inflow,Sales Payout T+1,2217.63,303300.86999999994
2025-08-12,Inflow,Sales Payout T+7,10556.51,303300.86999999994
2025-08-13,Inflow,Sales Payout T+1,2317.46,313939.1099999999
2025-08-13,Inflow,Sales Payout T+7,8320.78,313939.1099999999
2025-08-14,Inflow,Sales Payout T+1,1975.62,323417.0899999999
2025-08-14,Inflow,Sales Payout T+7,7502.36,323417.0899999999
2025-08-15,Outflow,Taxes,-29435.57,243007.8699999999
2025-08-15,Outflow,Advertising,-11303.46,243007.8699999999
2025-08-15,Outflow,Suppliers (COGS+Shipping),-51122.07,243007.8699999999
2025-08-15,Inflow,Sales Payout T+7,9548.81,243007.8699999999
2025-08-15,Inflow,Sales Payout T+1,1903.07,243007.8699999999
2025-08-16,Inflow,Sales Payout T+1,1831.84,252982.3299999999
2025-08-16,Inflow,Sales Payout T+7,8142.62,252982.3299999999
2025-08-17,Inflow,Sales Payout T+1,1934.41,264796.1299999999
2025-08-17,Inflow,Sales Payout T+7,9879.39,264796.1299999999
2025-08-18,Inflow,Sales Payout T+1,2055.42,275722.0799999999
2025-08-18,Inflow,Sales Payout T+7,8870.53,275722.0799999999
2025-08-19,Inflow,Sales Payout T+1,2094.87,287086.80999999994
2025-08-19,Inflow,Sales Payout T+7,9269.86,287086.80999999994
2025-08-20,Inflow,Sales Payout T+7,7902.5,296493.4199999999
2025-08-20,Outflow,OPEX - Utilities,-1203.43,296493.4199999999
2025-08-20,Inflow,Sales Payout T+1,2707.54,296493.4199999999
2025-08-21,Inflow,Sales Payout T+1,2511.08,306616.7699999999
2025-08-21,Inflow,Sales Payout T+7,7612.27,306616.7699999999
2025-08-22,Inflow,Sales Payout T+1,2482.25,271488.4799999999
2025-08-22,Inflow,Sales Payout T+7,7327.38,271488.4799999999
2025-08-22,Outflow,Suppliers (COGS+Shipping),-44937.92,271488.4799999999
2025-08-23,Inflow,Sales Payout T+1,2021.47,281247.5999999999
2025-08-23,Inflow,Sales Payout T+7,7737.65,281247.5999999999
2025-08-24,Inflow,Sales Payout T+1,2583.16,292052.43999999994
2025-08-24,Inflow,Sales Payout T+7,8221.68,292052.43999999994
2025-08-25,Inflow,Sales Payout T+7,8379.48,301610.7599999999
2025-08-25,Inflow,Sales Payout T+1,2828.42,301610.7599999999
2025-08-25,Outflow,OPEX - Logistics Overhead,-1649.58,301610.7599999999
2025-08-26,Inflow,Sales Payout T+7,10830.15,314545.0999999999
2025-08-26,Inflow,Sales Payout T+1,2104.19,314545.0999999999
2025-08-27,Inflow,Sales Payout T+1,2090.78,326680.17999999993
2025-08-27,Inflow,Sales Payout T+7,10044.3,326680.17999999993
2025-08-28,Inflow,Sales Payout T+1,2046.08,338655.25999999995
2025-08-28,Inflow,Sales Payout T+7,9929.0,338655.25999999995
2025-08-29,Inflow,Sales Payout T+1,1768.34,292446.14999999997
2025-08-29,Inflow,Sales Payout T+7,8085.89,292446.14999999997
2025-08-29,Outflow,Suppliers (COGS+Shipping),-56063.34,292446.14999999997
2025-08-30,Inflow,Sales Payout T+1,1849.92,293325.25999999995
2025-08-30,Inflow,Sales Payout T+7,10332.65,293325.25999999995
2025-08-30,Outflow,Advertising,-11303.46,293325.25999999995
2025-08-31,Inflow,Sales Payout T+1,2824.54,307463.49999999994
2025-08-31,Inflow,Sales Payout T+7,11313.7,307463.49999999994
2025-09-01,Outflow,OPEX - Salaries,-39022.2,273241.94999999995
2025-09-01,Outflow,OPEX - Rent,-6337.28,273241.94999999995
2025-09-01,Inflow,Sales Payout T+1,2721.15,273241.94999999995
2025-09-01,Inflow,Sales Payout T+7,8416.78,273241.94999999995
2025-09-02,Inflow,Sales Payout T+1,2601.3,284206.38999999996
2025-09-02,Inflow,Sales Payout T+7,8363.14,284206.38999999996
2025-09-03,Inflow,Sales Payout T+1,1606.93,293997.64999999997
2025-09-03,Inflow,Sales Payout T+7,8184.33,293997.64999999997
2025-09-04,Inflow,Sales Payout T+7,7073.38,303349.51999999996
2025-09-04,Inflow,Sales Payout T+1,2278.49,303349.51999999996
2025-09-05,Inflow,Sales Payout T+7,7399.7,263358.52999999997
